player,team,lg,season,replaced,conference,team_captain
George Yardley,West,NBA,1956,FALSE,West,N/A
Paul Arizin,East,NBA,1955,FALSE,East,N/A
Carl Braun,East,NBA,1955,FALSE,East,N/A
Bob Cousy,East,NBA,1955,FALSE,East,N/A
Harry Gallatin,East,NBA,1955,FALSE,East,N/A
Neil Johnston,East,NBA,1955,FALSE,East,N/A
Ed Macauley,East,NBA,1955,FALSE,East,N/A
Dick McGuire,East,NBA,1955,FALSE,East,N/A
Dolph Schayes,East,NBA,1955,FALSE,East,N/A
Paul Seymour,East,NBA,1955,FALSE,East,N/A
Bill Sharman,East,NBA,1955,FALSE,East,N/A
Jack Coleman,West,NBA,1955,FALSE,West,N/A
Larry Foust,West,NBA,1955,FALSE,West,N/A
Slater Martin,West,NBA,1955,FALSE,West,N/A
Vern Mikkelsen,West,NBA,1955,FALSE,West,N/A
Bob Pettit,West,NBA,1955,FALSE,West,N/A
Andy Phillip,West,NBA,1955,FALSE,West,N/A
Jim Pollard,West,NBA,1955,FALSE,West,N/A
Arnie Risen,West,NBA,1955,TRUE,West,N/A
Frank Selvy,West,NBA,1955,FALSE,West,N/A
Bobby Wanzer,West,NBA,1955,FALSE,West,N/A
George Yardley,West,NBA,1955,FALSE,West,N/A
Carl Braun,East,NBA,1954,FALSE,East,N/A
Bob Cousy,East,NBA,1954,FALSE,East,N/A
Ray Felix,East,NBA,1954,FALSE,East,N/A
Harry Gallatin,East,NBA,1954,FALSE,East,N/A
Neil Johnston,East,NBA,1954,FALSE,East,N/A
Ed Macauley,East,NBA,1954,FALSE,East,N/A
Dick McGuire,East,NBA,1954,FALSE,East,N/A
Dolph Schayes,East,NBA,1954,FALSE,East,N/A
Paul Seymour,East,NBA,1954,FALSE,East,N/A
Bill Sharman,East,NBA,1954,FALSE,East,N/A
Bob Davies,West,NBA,1954,FALSE,West,N/A
Larry Foust,West,NBA,1954,FALSE,West,N/A
Mel Hutchins,West,NBA,1954,FALSE,West,N/A
Slater Martin,West,NBA,1954,FALSE,West,N/A
George Mikan,West,NBA,1954,FALSE,West,N/A
Jack Molinas,West,NBA,1954,TRUE,West,N/A
Andy Phillip,West,NBA,1954,FALSE,West,N/A
Jim Pollard,West,NBA,1954,FALSE,West,N/A
Arnie Risen,West,NBA,1954,FALSE,West,N/A
Don Sunderlage,West,NBA,1954,FALSE,West,N/A
Bobby Wanzer,West,NBA,1954,FALSE,West,N/A
Don Barksdale,East,NBA,1953,FALSE,East,N/A
Carl Braun,East,NBA,1953,FALSE,East,N/A
Bob Cousy,East,NBA,1953,FALSE,East,N/A
Bill Gabor,East,NBA,1953,FALSE,East,N/A
Harry Gallatin,East,NBA,1953,FALSE,East,N/A
Neil Johnston,East,NBA,1953,FALSE,East,N/A
Ed Macauley,East,NBA,1953,FALSE,East,N/A
Dolph Schayes,East,NBA,1953,FALSE,East,N/A
Fred Scolari,East,NBA,1953,TRUE,East,N/A
Paul Seymour,East,NBA,1953,FALSE,East,N/A
Bill Sharman,East,NBA,1953,FALSE,East,N/A
Leo Barnhorst,West,NBA,1953,FALSE,West,N/A
Bob Davies,West,NBA,1953,FALSE,West,N/A
Larry Foust,West,NBA,1953,FALSE,West,N/A
Mel Hutchins,West,NBA,1953,FALSE,West,N/A
Slater Martin,West,NBA,1953,FALSE,West,N/A
George Mikan,West,NBA,1953,FALSE,West,N/A
Vern Mikkelsen,West,NBA,1953,FALSE,West,N/A
Andy Phillip,West,NBA,1953,FALSE,West,N/A
Arnie Risen,West,NBA,1953,FALSE,West,N/A
Bobby Wanzer,West,NBA,1953,FALSE,West,N/A
Paul Arizin,East,NBA,1952,FALSE,East,N/A
Bob Cousy,East,NBA,1952,FALSE,East,N/A
Joe Fulks,East,NBA,1952,FALSE,East,N/A
Harry Gallatin,East,NBA,1952,FALSE,East,N/A
Ed Macauley,East,NBA,1952,FALSE,East,N/A
Dick McGuire,East,NBA,1952,FALSE,East,N/A
Andy Phillip,East,NBA,1952,FALSE,East,N/A
Red Rocha,East,NBA,1952,FALSE,East,N/A
Dolph Schayes,East,NBA,1952,TRUE,East,N/A
Fred Scolari,East,NBA,1952,FALSE,East,N/A
Max Zaslofsky,East,NBA,1952,FALSE,East,N/A
Leo Barnhorst,West,NBA,1952,FALSE,West,N/A
Frankie Brian,West,NBA,1952,FALSE,West,N/A
Bob Davies,West,NBA,1952,FALSE,West,N/A
Dike Eddleman,West,NBA,1952,FALSE,West,N/A
Larry Foust,West,NBA,1952,TRUE,West,N/A
George Mikan,West,NBA,1952,FALSE,West,N/A
Vern Mikkelsen,West,NBA,1952,FALSE,West,N/A
Jim Pollard,West,NBA,1952,FALSE,West,N/A
Arnie Risen,West,NBA,1952,FALSE,West,N/A
Paul Walther,West,NBA,1952,FALSE,West,N/A
Bobby Wanzer,West,NBA,1952,FALSE,West,N/A
Paul Arizin,East,NBA,1951,FALSE,East,N/A
Vince Boryla,East,NBA,1951,FALSE,East,N/A
Bob Cousy,East,NBA,1951,FALSE,East,N/A
Joe Fulks,East,NBA,1951,FALSE,East,N/A
Harry Gallatin,East,NBA,1951,FALSE,East,N/A
Ed Macauley,East,NBA,1951,FALSE,East,N/A
Dick McGuire,East,NBA,1951,FALSE,East,N/A
Andy Phillip,East,NBA,1951,FALSE,East,N/A
Red Rocha,East,NBA,1951,FALSE,East,N/A
Dolph Schayes,East,NBA,1951,FALSE,East,N/A
Ralph Beard,West,NBA,1951,FALSE,West,N/A
Frankie Brian,West,NBA,1951,FALSE,West,N/A
Bob Davies,West,NBA,1951,FALSE,West,N/A
Dike Eddleman,West,NBA,1951,FALSE,West,N/A
Larry Foust,West,NBA,1951,FALSE,West,N/A
Alex Groza,West,NBA,1951,FALSE,West,N/A
George Mikan,West,NBA,1951,FALSE,West,N/A
Vern Mikkelsen,West,NBA,1951,FALSE,West,N/A
Jim Pollard,West,NBA,1951,FALSE,West,N/A
Fred Schaus,West,NBA,1951,FALSE,West,N/A
